link,category,title,abstract,keywords,ccs_concepts,author_names,author_affiliations,affiliated_countries
https://nips.cc/virtual/2021/poster/28229,Transparency & Explainability,Neural Additive Models: Interpretable Machine Learning with Neural Nets,"Deep neural networks (DNNs) are powerful black-box predictors that have achieved impressive performance on a wide variety of tasks. However, their accuracy comes at the cost of intelligibility: it is usually unclear how they make their decisions. This hinders their applicability to high stakes decision-making domains such as healthcare. We propose Neural Additive Models (NAMs) which combine some of the expressivity of DNNs with the inherent intelligibility of generalized additive models. NAMs learn a linear combination of neural networks that each attend to a single input feature. These networks are trained jointly and can learn arbitrarily complex relationships between their input feature and the output. Our experiments on regression and classification datasets show that NAMs are more accurate than widely used intelligible models such as logistic regression and shallow decision trees. They perform similarly to existing state-of-the-art generalized additive models in accuracy, but are more flexible because they are based on neural nets instead of boosted trees. To demonstrate this, we show how NAMs can be used for multitask learning on synthetic data and on the COMPAS recidivism data due to their composability, and demonstrate that the differentiability of NAMs allows them to train more complex interpretable models for COVID-19.","['Deep Learning', 'Interpretability', 'Machine Learning']",[],"['Rishabh Agarwal', 'Levi Melnick', 'Nicholas Frosst', 'Xuezhou Zhang', 'Ben Lengerich', 'Rich Caruana', 'Geoffrey Hinton']","['Google Research, Brain Team', 'Microsoft', 'Google', 'Boston University, Boston University', 'Massachusetts Institute of Technology', 'School of Computer Science, Carnegie Mellon University', 'Google']","[None, None, None, None, None, None, None]"
https://nips.cc/virtual/2021/poster/28215,Transparency & Explainability,Object-Aware Regularization for Addressing Causal Confusion in Imitation Learning,"Behavioral cloning has proven to be effective for learning sequential decision-making policies from expert demonstrations. However, behavioral cloning often suffers from the causal confusion problem where a policy relies on the noticeable effect of expert actions due to the strong correlation but not the cause we desire. This paper presents Object-aware REgularizatiOn (OREO), a simple technique that regularizes an imitation policy in an object-aware manner. Our main idea is to encourage a policy to uniformly attend to all semantic objects, in order to prevent the policy from exploiting nuisance variables strongly correlated with expert actions. To this end, we introduce a two-stage approach: (a) we extract semantic objects from images by utilizing discrete codes from a vector-quantized variational autoencoder, and (b) we randomly drop the units that share the same discrete code together, i.e., masking out semantic objects. Our experiments demonstrate that OREO significantly improves the performance of behavioral cloning, outperforming various other regularization and causality-based methods on a variety of Atari environments and a self-driving CARLA environment. We also show that our method even outperforms inverse reinforcement learning methods trained with a considerable amount of environment interaction.","['Reinforcement Learning and Planning', 'Causality']",[],"['Jongjin Park', 'Younggyo Seo', 'Chang Liu', 'Li Zhao', 'Tao Qin', 'Jinwoo Shin', 'Tie-Yan Liu']","['Korea Advanced Institute of Science and Technology', 'Dyson', 'Microsoft', 'Tsinghua University', 'Microsoft Research Asia', 'Korea Advanced Institute of Science and Technology', 'Microsoft']","[None, None, None, None, None, None, None]"
https://nips.cc/virtual/2021/poster/28189,Transparency & Explainability,Curriculum Disentangled Recommendation with Noisy Multi-feedback,"Learning disentangled representations for user intentions from multi-feedback (i.e., positive and negative feedback) can enhance the accuracy and explainability of recommendation algorithms. However, learning such disentangled representations from multi-feedback data is challenging because  i) multi-feedback is complex: there exist complex relations among different types of feedback (e.g., click, unclick, and dislike, etc) as well as various user intentions, and ii) multi-feedback is noisy: there exists noisy (useless) information both in features and labels, which may deteriorate the recommendation performance.  Existing works on disentangled representation learning only focus on positive feedback, failing to handle the complex relations and noise hidden in multi-feedback data. To solve this problem, in this work we propose a Curriculum Disentangled Recommendation (CDR) model that is capable of efficiently learning disentangled representations from complex and noisy multi-feedback for better recommendation. Concretely, we design a co-filtering dynamic routing mechanism that simultaneously captures the complex relations among different behavioral feedback and user intentions as well as denoise the representations in the feature level. We then present an adjustable self-evaluating curriculum that is able to evaluate sample difficulties for better model training and conduct denoising in the label level via disregarding useless information. Our extensive experiments on several real-world datasets demonstrate that the proposed CDR model can significantly outperform several state-of-the-art methods in terms of recommendation accuracy.","['Interpretability', 'Representation Learning']",[],"['Hong Chen', 'Yudong Chen', 'Xin Wang', 'Ruobing Xie', 'Rui Wang', 'Feng Xia', 'Wenwu Zhu']","['Tsinghua University, Tsinghua University', 'Tsinghua University, Tsinghua University', 'Tsinghua University', 'Tencent', 'Tencent Wechat Group', 'Institute of Computing Technology, CAS', 'Tsinghua University, Tsinghua University']","[None, None, None, None, None, None, None]"
https://nips.cc/virtual/2021/poster/28162,Transparency & Explainability,Explaining Latent Representations with a Corpus of Examples,"Modern machine learning models are complicated. Most of them rely on convoluted latent representations of their input to issue a prediction. To achieve greater transparency than a black-box that connects inputs to predictions, it is necessary to gain a deeper understanding of these latent representations. To that aim, we propose SimplEx: a user-centred method that provides example-based explanations with reference to a freely selected set of examples, called the corpus. SimplEx uses the corpus to improve the user’s understanding of the latent space with post-hoc explanations answering two questions: (1) Which corpus examples explain the prediction issued for a given test example? (2) What features of these corpus examples are relevant for the model to relate them to the test example? SimplEx provides an answer by reconstructing the test latent representation as a mixture of corpus latent representations. Further, we propose a novel approach, the integrated Jacobian, that allows SimplEx to make explicit the contribution of each corpus feature in the mixture. Through experiments on tasks ranging from mortality prediction to image classification, we demonstrate that these decompositions are robust and accurate. With illustrative use cases in medicine, we show that SimplEx empowers the user by highlighting relevant patterns in the corpus that explain model representations. Moreover, we demonstrate how the freedom in choosing the corpus allows the user to have personalized explanations in terms of examples that are meaningful for them.","['Vision', 'Interpretability', 'Machine Learning']",[],"['Jonathan Crabbé', 'Zhaozhi Qian', 'Fergus Imrie', 'Mihaela van der Schaar']","['University of Cambridge', 'University of Cambridge', 'University of California, Los Angeles', 'University of Cambridge']","[None, None, None, None]"
https://nips.cc/virtual/2021/poster/28083,Transparency & Explainability,Counterfactual Maximum Likelihood Estimation for Training Deep Networks,"Although deep learning models have driven state-of-the-art performance on a wide array of tasks, they are prone to spurious correlations that should not be learned as predictive clues. To mitigate this problem, we propose a causality-based training framework to reduce the spurious correlations caused by observed confounders. We give theoretical analysis on the underlying general Structural Causal Model (SCM) and propose to perform Maximum Likelihood Estimation (MLE) on the interventional distribution instead of the observational distribution, namely Counterfactual Maximum Likelihood Estimation (CMLE). As the interventional distribution, in general, is hidden from the observational data, we then derive two different upper bounds of the expected negative log-likelihood and propose two general algorithms, Implicit CMLE and Explicit CMLE, for causal predictions of deep learning models using observational data. We conduct experiments on both simulated data and two real-world tasks: Natural Language Inference (NLI) and Image Captioning. The results show that CMLE methods outperform the regular MLE method in terms of out-of-domain generalization performance and reducing spurious correlations, while maintaining comparable performance on the regular evaluations.","['Deep Learning', 'Causality', 'Domain Adaptation', 'Language']",[],"['Xinyi Wang', 'Wenhu Chen', 'Michael Saxon', 'William Yang Wang']","['UC Santa Barbara', 'University of Waterloo', 'UC Santa Barbara', 'UC Santa Barbara']","[None, None, None, None]"
https://nips.cc/virtual/2021/poster/28027,Transparency & Explainability,Adaptive wavelet distillation from neural networks through interpretations,"Recent deep-learning models have achieved impressive prediction performance, but often sacrifice interpretability and computational efficiency. Interpretability is crucial in many disciplines, such as science and medicine, where models must be carefully vetted or where interpretation is the goal itself. Moreover, interpretable models are concise and often yield computational efficiency. Here, we propose adaptive wavelet distillation (AWD), a method which aims to distill information from a trained neural network into a wavelet transform. Specifically, AWD penalizes feature attributions of a neural network in the wavelet domain to learn an effective multi-resolution wavelet transform. The resulting model is highly predictive, concise, computationally efficient, and has properties (such as a multi-scale structure) which make it easy to interpret. In close collaboration with domain experts, we showcase how AWD addresses challenges in two real-world settings: cosmological parameter inference and molecular-partner prediction. In both cases, AWD yields a scientifically interpretable and concise model which gives predictive performance better than state-of-the-art neural networks. Moreover, AWD identifies predictive features that are scientifically meaningful in the context of respective domains. All code and models are released in a full-fledged package available on Github.","['Deep Learning', 'Interpretability']",[],"['Wooseok Ha', 'Chandan Singh', 'Francois Lanusse', 'Srigokul Upadhyayula', 'Bin Yu']","['AWS AI Labs', 'Microsoft research', 'CNRS', 'University of California Berkeley', 'University of California - Berkeley']","[None, None, None, None, None]"
https://nips.cc/virtual/2021/poster/28034,Transparency & Explainability,Functionally Regionalized Knowledge Transfer for Low-resource Drug Discovery,"More recently, there has been a surge of interest in employing machine learning approaches to expedite the drug discovery process where virtual screening for hit discovery and ADMET prediction for lead optimization play essential roles. One of the main obstacles to the wide success of machine learning approaches in these two tasks is that the number of compounds labeled with activities or ADMET properties is too small to build an effective predictive model. This paper seeks to remedy the problem by transferring the knowledge from previous assays, namely in-vivo experiments, by different laboratories and against various target proteins. To accommodate these wildly different assays and capture the similarity between assays, we propose a functional rationalized meta-learning algorithm FRML for such knowledge transfer. FRML constructs the predictive model with layers of neural sub-networks or so-called functional regions. Building on this, FRML shares an initialization for the weights of the predictive model across all assays, while customizes it to each assay with a region localization network choosing the pertinent regions. The compositionality of the model improves the capacity of generalization to various and even out-of-distribution tasks. Empirical results on both virtual screening and ADMET prediction validate the superiority of FRML over state-of-the-art baselines powered with interpretability in assay relationship.","['Meta Learning', 'Optimization', 'Interpretability', 'Machine Learning']",[],"['Huaxiu Yao', 'Ying Wei', 'Long-Kai Huang', 'Ding Xue', 'Junzhou Huang']","['Department of Computer Science, University of North Carolina at Chapel Hill', 'Nanyang Technological University', 'Tencent AI Lab', 'Tencent AI Lab', 'University of Texas, Arlington']","[None, None, None, None, None]"
https://nips.cc/virtual/2021/poster/27987,Transparency & Explainability,Can we globally optimize cross-validation loss? Quasiconvexity in ridge regression,"Models like LASSO and ridge regression are extensively used in practice due to their interpretability, ease of use, and strong theoretical guarantees. Cross-validation (CV) is widely used for hyperparameter tuning in these models, but do practical methods minimize the true out-of-sample loss? A recent line of research promises to show that the optimum of the CV loss matches the optimum of the out-of-sample loss (possibly after simple corrections). It remains to show how tractable it is to minimize the CV loss. In the present paper, we show that, in the case of ridge regression, the CV loss may fail to be quasiconvex and thus may have multiple local optima. We can guarantee that the CV loss is quasiconvex in at least one case: when the spectrum of the covariate matrix is nearly flat and the noise in the observed responses is not too high. More generally, we show that quasiconvexity status is independent of many properties of the observed data (response norm, covariate-matrix right singular vectors and singular-value scaling) and has a complex dependence on the few that remain. We empirically confirm our theory using simulated experiments.","['Theory', 'Optimization', 'Interpretability']",[],"['William T. Stephenson', 'Zachary Frangella', 'Madeleine Udell', 'Tamara Broderick']","['MIT Lincoln Laboratory, Massachusetts Institute of Technology', 'Stanford University', 'Stanford University', 'Massachusetts Institute of Technology']","[None, None, None, None]"
https://nips.cc/virtual/2021/poster/27910,Transparency & Explainability,Discerning Decision-Making Process of Deep Neural Networks with Hierarchical Voting Transformation,"Neural network based deep learning techniques have shown great success for numerous applications. While it is expected to understand their intrinsic decision-making processes, these deep neural networks often work in a black-box way. To this end, in this paper, we aim to discern the decision-making processes of neural networks through a hierarchical voting strategy by developing an explainable deep learning model, namely Voting Transformation-based Explainable Neural Network (VOTEN). Specifically, instead of relying on massive feature combinations, VOTEN creatively models expressive single-valued voting functions between explicitly modeled latent concepts to achieve high fitting ability. Along this line, we first theoretically analyze the major components of VOTEN and prove the relationship and advantages of VOTEN compared with Multi-Layer Perceptron (MLP), the basic structure of deep neural networks. Moreover, we design efficient algorithms to improve the model usability by explicitly showing the decision processes of VOTEN. Finally, extensive experiments on multiple real-world datasets clearly validate the performances and explainability of VOTEN.","['Deep Learning', 'Interpretability']",[],"['Ying Sun', 'Hengshu Zhu', 'Chuan Qin', 'Fuzhen Zhuang', 'Qing He', 'Hui Xiong']","['University of Science and Technology (Guangzhou)', 'BOSS Zhipin', 'BOSS Zhipin', 'Beihang University', 'Institute of Computing Technology, CAS', 'University of Science and Technology']","['Hong Kong', None, None, None, None, 'Hong Kong']"
https://nips.cc/virtual/2021/poster/27871,Transparency & Explainability,Reliable Post hoc Explanations: Modeling Uncertainty in Explainability,"As black box explanations are increasingly being employed to establish model credibility in high stakes settings, it is important to ensure that these explanations are accurate and reliable. However, prior work demonstrates that explanations generated by state-of-the-art techniques are inconsistent, unstable, and provide very little insight into their correctness and reliability. In addition, these methods are also computationally inefficient, and require significant hyper-parameter tuning. In this paper, we address the aforementioned challenges by developing a novel Bayesian framework for generating local explanations along with their associated uncertainty. We instantiate this framework to obtain Bayesian versions of LIME and KernelSHAP which  output credible intervals for the feature importances, capturing the associated uncertainty. The resulting explanations not only enable us to make concrete inferences about their quality (e.g., there is a 95% chance that the feature importance lies within the given range), but are also highly consistent and stable. We carry out a detailed theoretical analysis that leverages the aforementioned uncertainty to estimate how many perturbations to sample, and how to sample for faster convergence.  This work makes the first attempt at addressing several critical issues with popular explanation methods in one shot, thereby generating consistent, stable, and reliable explanations with guarantees in a computationally efficient manner. Experimental evaluation with multiple real world datasets and user studies demonstrate that the efficacy of the proposed framework.","['Robustness', 'Interpretability']",[],"['Dylan Z Slack', 'Sophie Hilgard', 'Sameer Singh', 'Himabindu Lakkaraju']","['University of California, Irvine', 'Harvard University', 'University of California, Irvine', 'Harvard University']","[None, None, None, None]"
https://nips.cc/virtual/2021/poster/27847,Transparency & Explainability,Designing Counterfactual Generators using Deep Model Inversion,"Explanation techniques that synthesize small, interpretable changes to a given image while producing desired changes in the model prediction have become popular for introspecting black-box models. Commonly referred to as counterfactuals, the synthesized explanations are required to contain discernible changes (for easy interpretability) while also being realistic (consistency to the data manifold). In this paper, we focus on the case where we have access only to the trained deep classifier and not the actual training data. While the problem of inverting deep models to synthesize images from the training distribution has been explored, our goal is to develop a deep inversion approach to generate counterfactual explanations for a given query image. Despite their effectiveness in conditional image synthesis, we show that existing deep inversion methods are insufficient for producing meaningful counterfactuals. We propose DISC (Deep Inversion for Synthesizing Counterfactuals) that improves upon deep inversion by utilizing (a) stronger image priors, (b) incorporating a novel manifold consistency objective and (c) adopting a progressive optimization strategy. We find that, in addition to producing visually meaningful explanations, the counterfactuals from DISC are effective at learning classifier decision boundaries and are robust to unknown test-time corruptions.","['Optimization', 'Interpretability', 'Representation Learning']",[],"['Jayaraman J. Thiagarajan', 'Vivek Narayanaswamy', 'Deepta Rajan', 'Jia Liang', 'Akshay Chaudhari']","['Lawrence Livermore National Labs', 'Lawrence Livermore National Labs', 'IBM, International Business Machines', 'Stanford University', 'Stanford University']","[None, None, None, None, None]"
https://nips.cc/virtual/2021/poster/27836,Transparency & Explainability,Emergent Communication of Generalizations,"To build agents that can collaborate effectively with others, recent research has trained artificial agents to communicate with each other in Lewis-style referential games. However, this often leads to successful but uninterpretable communication. We argue that this is due to the game objective: communicating about a single object in a shared visual context is prone to overfitting and does not encourage language useful beyond concrete reference. In contrast, human language conveys a rich variety of abstract ideas. To promote such skills, we propose games that require communicating generalizations over sets of objects representing abstract visual concepts, optionally with separate contexts for each agent. We find that these games greatly improve systematicity and interpretability of the learned languages, according to several metrics in the literature. Finally, we propose a method for identifying logical operations embedded in the emergent languages by learning an approximate compositional reconstruction of the language.",['Interpretability'],[],"['Jesse Mu', 'Noah Goodman']","['Stanford University', 'Stanford University']","[None, None]"
