link,category,title,abstract,keywords,ccs_concepts,author_names,author_affiliations,author_countries
https://neurips.cc/virtual/2020/workshop/16111,Fairness & Bias,"Crowd Science Workshop: Remoteness, Fairness, and Mechanisms as Challenges of Data Supply by Humans for Automation",,[],[],"['Daria Baidakova', 'Fabio Casati', 'Alexey Drutsa', 'Dmitry Ustalov']",[],[]
https://neurips.cc/virtual/2020/workshop/16106,Fairness & Bias,Algorithmic Fairness through the Lens of Causality and Interpretability,,[],[],"['Awa Dieng', 'Jessica Schrouff', 'Matt Kusner', 'Golnoosh Farnadi', 'Fernando Diaz']",[],[]
https://neurips.cc/virtual/2020/workshop/16108,Fairness & Bias,Beyond BackPropagation: Novel Ideas for Training Neural Architectures,,[],[],"['Mateusz Malinowski', 'Grzegorz Swirszcz', 'Viorica Patraucean', 'Marco Gori', 'Yanping Huang', 'Sindy Löwe', 'Anna Choromanska']",[],[]
https://neurips.cc/virtual/2020/workshop/16120,Fairness & Bias,Interpretable Inductive Biases and Physically Structured Learning,,[],[],"['Michael Lutter', 'Alexander Terenin', 'Shirley Ho', 'Lei Wang']",[],[]
https://neurips.cc/virtual/2020/workshop/16154,Fairness & Bias,Shared Visual Representations in Human and Machine Intelligence (SVRHM),,[],[],"['Arturo Deza', 'Joshua Peterson', 'N Apurva Ratan Murty', 'Tom Griffiths']",[],[]
https://neurips.cc/virtual/2020/workshop/16146,Fairness & Bias,Self-Supervised Learning -- Theory and Practice,,[],[],"['Pengtao Xie', 'Shanghang Zhang', 'Pulkit Agrawal', 'Ishan Misra', 'Cynthia Rudin', 'Abdelrahman Mohamed', 'Wenzhen Yuan', 'Barret Zoph', 'Laurens van der Maaten', 'Xingyi Yang', 'Eric Xing']",[],[]
https://neurips.cc/virtual/2020/workshop/16150,Privacy & Data Governance,Privacy Preserving Machine Learning - PriML and PPML Joint Edition,,[],[],"['Borja Balle', 'James Bell', 'Aurélien Bellet', 'Kamalika Chaudhuri', 'Adria Gascon', 'Antti Honkela', 'Antti Koskela', 'Casey Meehan', 'Olga Ohrimenko', 'Mi Jung Park', 'Mariana Raykova', 'Mary Anne Smart', 'Yu-Xiang Wang', 'Adrian Weller']",[],[]
https://neurips.cc/virtual/2020/workshop/16123,Privacy & Data Governance,"International Workshop on Scalability, Privacy, and Security in Federated Learning (SpicyFL 2020)",,[],[],"['Xiaolin Andy Li', 'Dejing Dou', 'Ameet Talwalkar', 'Hongyu Li', 'Jianzong Wang', 'Yanzhi Wang']",[],[]
https://neurips.cc/virtual/2020/workshop/16162,Security,Workshop on Dataset Curation and Security,,[],[],"['Nathalie Baracaldo', 'Yonatan Bisk', 'Avrim Blum', 'Michael Curry', 'John Dickerson', 'Micah Goldblum', 'Tom Goldstein', 'Bo Li', 'Avi Schwarzschild']",[],[]
https://neurips.cc/virtual/2020/workshop/16143,Security,"ML Retrospectives, Surveys & Meta-Analyses (ML-RSA)",,[],[],"['Chhavi Yadav', 'Prabhu Pradhan', 'Jesse Dodge', 'Mayoore Jaiswal', 'Peter Henderson', 'Abhishek Gupta', 'Ryan Lowe', 'Jessica Forde', 'Joelle Pineau']",[],[]
https://neurips.cc/virtual/2020/workshop/16123,Security,"International Workshop on Scalability, Privacy, and Security in Federated Learning (SpicyFL 2020)",,[],[],"['Xiaolin Andy Li', 'Dejing Dou', 'Ameet Talwalkar', 'Hongyu Li', 'Jianzong Wang', 'Yanzhi Wang']",[],[]
https://neurips.cc/virtual/2020/workshop/16138,Security,Machine Learning for Systems,,[],[],"['Anna Goldie', 'Azalia Mirhoseini', 'Jonathan Raiman', 'Martin Maas', 'Xinlei XU']",[],[]
